id,mid,model,pid,tier,backend,runtime,pattern1_status,pattern1_pass,roundtrip_verdict,deterministically_verified,detail
1482,m009,lfm2.5,p017,T4,sage,python,plan_error,0,NOT_EXECUTED,,
1483,m009,lfm2.5,p017,T4,sage,python,plan_error,0,NOT_EXECUTED,,
1484,m009,lfm2.5,p017,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1488,m009,lfm2.5,p018,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/6*pi^2
1489,m009,lfm2.5,p018,T4,sage,python,plan_error,0,NOT_EXECUTED,,
1490,m009,lfm2.5,p018,T4,sage,python,plan_error,0,NOT_EXECUTED,,
1494,m009,lfm2.5,p019,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1495,m009,lfm2.5,p019,T4,sage,python,plan_error,0,NOT_EXECUTED,,
1496,m009,lfm2.5,p019,T4,sage,python,plan_error,0,NOT_EXECUTED,,
1500,m009,lfm2.5,p010,T5,sage,python,plan_error,0,NOT_EXECUTED,,
1501,m009,lfm2.5,p010,T5,sage,python,plan_error,0,NOT_EXECUTED,,
1502,m009,lfm2.5,p010,T5,sage,python,plan_error,0,NOT_EXECUTED,,
1506,m009,lfm2.5,p020,T5,sage,python,complete,1,ROUNDTRIP_PASS,True,s/(s^2 + 4)
1507,m009,lfm2.5,p020,T5,sage,python,complete,1,ROUNDTRIP_PASS,True,s/(s^2 + 4)
1508,m009,lfm2.5,p020,T5,sage,python,plan_error,0,NOT_EXECUTED,,
1512,m010,rnj-1,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x*(x**2 - 1)
1513,m010,rnj-1,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x*(x**2 - 1)
1514,m010,rnj-1,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x*(x**2 - 1)
1518,m010,rnj-1,p011,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,x + 1
1519,m010,rnj-1,p011,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,x + 1
1520,m010,rnj-1,p011,T0,sympy,python,solver_error,0,NOT_EXECUTED,,
1524,m010,rnj-1,p002,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,(x + 1)**2
1525,m010,rnj-1,p002,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,(x + 1)**2
1526,m010,rnj-1,p002,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,(x + 1)**2
1530,m010,rnj-1,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1531,m010,rnj-1,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1532,m010,rnj-1,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1536,m010,rnj-1,p004,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,x = [2]
1537,m010,rnj-1,p004,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,x = [2]
1538,m010,rnj-1,p004,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,x = [2]
1542,m010,rnj-1,p012,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,-1/(2*x + 2) + 1/(2*x - 2)
1543,m010,rnj-1,p012,T1,sympy,python,complete,1,ROUNDTRIP_FAIL,False,-1 + x**(-2)
1544,m010,rnj-1,p012,T1,sympy,python,complete,1,ROUNDTRIP_FAIL,False,-1 + x**(-2)
1548,m010,rnj-1,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1549,m010,rnj-1,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1550,m010,rnj-1,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1554,m010,rnj-1,p006,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1555,m010,rnj-1,p006,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1556,m010,rnj-1,p006,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1560,m010,rnj-1,p013,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,x**5/120 - x**3/6 + x
1561,m010,rnj-1,p013,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,x**5/120 - x**3/6 + x
1562,m010,rnj-1,p013,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,x**5/120 - x**3/6 + x
1566,m010,rnj-1,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1567,m010,rnj-1,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1568,m010,rnj-1,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1572,m010,rnj-1,p007,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,1/2*sqrt(-x^2 + 4)*x + 2*arcsin(1/2*x)
1573,m010,rnj-1,p007,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1574,m010,rnj-1,p007,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1578,m010,rnj-1,p008,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1579,m010,rnj-1,p008,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,-1/2*cos(x)^2
1580,m010,rnj-1,p008,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1584,m010,rnj-1,p015,T3,sage,python,complete,1,UNPARSEABLE,,"ValueError: cannot locate x,y in decomposition or output: '[' (rhs='[')"
1585,m010,rnj-1,p015,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1586,m010,rnj-1,p015,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,[
1590,m010,rnj-1,p016,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1591,m010,rnj-1,p016,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,"[-1/2*sqrt(33) + 5/2, 1/2*sqrt(33) + 5/2]"
1592,m010,rnj-1,p016,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,"[-1/2*sqrt(33) + 5/2, 1/2*sqrt(33) + 5/2]"
1596,m010,rnj-1,p009,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/(s + 2)
1597,m010,rnj-1,p009,T4,sage,python,complete,1,ROUNDTRIP_FAIL,False,1
1598,m010,rnj-1,p009,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/(s + 2)
1602,m010,rnj-1,p017,T4,sage,python,complete,1,UNPARSEABLE,,"SyntaxError: invalid syntax (<string>, line 1) (rhs='x = [-2, 2]')"
1603,m010,rnj-1,p017,T4,sage,python,complete,1,UNPARSEABLE,,"SyntaxError: invalid syntax (<string>, line 1) (rhs='x = []')"
1604,m010,rnj-1,p017,T4,sage,python,complete,1,UNPARSEABLE,,"SyntaxError: invalid syntax (<string>, line 1) (rhs='x = [-2, 2]')"
1608,m010,rnj-1,p018,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/6*pi^2
1609,m010,rnj-1,p018,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/6*pi^2
1610,m010,rnj-1,p018,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/6*pi^2
1614,m010,rnj-1,p019,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1615,m010,rnj-1,p019,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,"x = [I, -1, -I, 1]"
1616,m010,rnj-1,p019,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,"x = [-I, I, -1, 1]"
1620,m010,rnj-1,p010,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1621,m010,rnj-1,p010,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1622,m010,rnj-1,p010,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1626,m010,rnj-1,p020,T5,sage,python,complete,1,ROUNDTRIP_PASS,True,s/(s^2 + 4)
1627,m010,rnj-1,p020,T5,sage,python,complete,1,ROUNDTRIP_PASS,True,s/(s^2 + 4)
1628,m010,rnj-1,p020,T5,sage,python,complete,1,ROUNDTRIP_FAIL,False,1/(s + 2)
1632,m001,sonnet-4-6,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1633,m001,sonnet-4-6,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1634,m001,sonnet-4-6,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1635,m002,gemma3,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1636,m003,gemma4:e2b,p003,T1,sympy,python,unknown,0,NOT_EXECUTED,,
1637,m004,qwen2.5,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1638,m005,deepseek-v2:16b,p003,T1,sympy,python,unknown,0,NOT_EXECUTED,,
1639,m001,sonnet-4-6,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1640,m002,gemma3,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1641,m003,gemma4:e2b,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1642,m004,qwen2.5,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1643,m005,deepseek-v2:16b,p003,T1,sympy,python,complete,1,ROUNDTRIP_FAIL,False,(3*x - 1)*(3*x + 1)
1644,m006,phi3,p003,T1,sympy,python,solver_error,0,NOT_EXECUTED,,
1645,m007,phi4,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1646,m008,llama3.2,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1647,m009,lfm2.5,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1648,m010,rnj-1,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1649,m001,sonnet-4-6,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x**3 - 4*x
1651,m001,sonnet-4-6,p011,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,x + 1
1653,m001,sonnet-4-6,p002,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,(x + 1)**2
1655,m001,sonnet-4-6,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1657,m001,sonnet-4-6,p004,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,x = [2]
1659,m001,sonnet-4-6,p012,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,-1/(2*(x + 1)) + 1/(2*(x - 1))
1661,m001,sonnet-4-6,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1663,m001,sonnet-4-6,p006,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1665,m001,sonnet-4-6,p013,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,x**5/120 - x**3/6 + x
1667,m001,sonnet-4-6,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1669,m001,sonnet-4-6,p007,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,1/2*sqrt(-x^2 + 4)*x + 2*arcsin(1/2*x) + C
1671,m001,sonnet-4-6,p008,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,-1/2*cos(x)^2
1673,m001,sonnet-4-6,p015,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,[
1675,m001,sonnet-4-6,p016,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,"[-1/2*sqrt(33) + 5/2, 1/2*sqrt(33) + 5/2]"
1677,m001,sonnet-4-6,p009,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/(s + 2)
1679,m001,sonnet-4-6,p017,T4,sage,python,complete,1,ROUNDTRIP_FAIL,False,e^t
1681,m001,sonnet-4-6,p018,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/6*pi^2
1683,m001,sonnet-4-6,p019,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1685,m001,sonnet-4-6,p010,T5,sage,python,complete,1,UNPARSEABLE,,"SyntaxError: invalid syntax (<string>, line 1) (rhs='x = [1, 2]')"
1687,m001,sonnet-4-6,p020,T5,sage,python,complete,1,ROUNDTRIP_PASS,True,s/(s^2 + 4)
1689,m002,gemma3,p001,T0,sympy,python,complete,1,ROUNDTRIP_FAIL,False,24
1691,m002,gemma3,p011,T0,sympy,python,solver_error,0,NOT_EXECUTED,,
1693,m002,gemma3,p002,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,(x + 1)**2
1695,m002,gemma3,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1697,m002,gemma3,p004,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,x = [2]
1699,m002,gemma3,p012,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,-1/(2*(x + 1)) + 1/(2*(x - 1))
1701,m002,gemma3,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1703,m002,gemma3,p006,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1705,m002,gemma3,p013,T2,sympy,python,solver_error,0,NOT_EXECUTED,,
1707,m002,gemma3,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1709,m002,gemma3,p007,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,1/2*sqrt(-x^2 + 4)*x + 2*arcsin(1/2*x)
1711,m002,gemma3,p008,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,-1/2*cos(x)^2
1713,m002,gemma3,p015,T3,sage,python,complete,1,ROUNDTRIP_FAIL,False,x = []
1715,m002,gemma3,p016,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,"[-1/2*sqrt(33) + 5/2, 1/2*sqrt(33) + 5/2]"
1717,m002,gemma3,p009,T4,sage,python,complete,1,ROUNDTRIP_FAIL,False,1/((s + 2)*s)
1719,m002,gemma3,p017,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1721,m002,gemma3,p018,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1723,m002,gemma3,p019,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1725,m002,gemma3,p010,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1727,m002,gemma3,p020,T5,sage,python,complete,1,ROUNDTRIP_PASS,True,s/(s^2 + 4)
1729,m003,gemma4:e2b,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x**3 - 4*x
1731,m003,gemma4:e2b,p011,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,x + 1
1733,m003,gemma4:e2b,p002,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,(x + 1)**2
1735,m003,gemma4:e2b,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1737,m003,gemma4:e2b,p004,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,x = [2]
1739,m003,gemma4:e2b,p012,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,-1/(2*(x + 1)) + 1/(2*(x - 1))
1741,m003,gemma4:e2b,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1743,m003,gemma4:e2b,p006,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1745,m003,gemma4:e2b,p013,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,x**5/120 - x**3/6 + x
1747,m003,gemma4:e2b,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1749,m003,gemma4:e2b,p007,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,1/2*sqrt(-x^2 + 4)*x + 2*arcsin(1/2*x) + C
1751,m003,gemma4:e2b,p008,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,-1/2*cos(x)^2
1753,m003,gemma4:e2b,p015,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,[
1755,m003,gemma4:e2b,p016,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,"[-1/2*sqrt(33) + 5/2, 1/2*sqrt(33) + 5/2]"
1757,m003,gemma4:e2b,p009,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/(s + 2)
1759,m003,gemma4:e2b,p017,T4,sage,python,plan_error,0,NOT_EXECUTED,,
1761,m003,gemma4:e2b,p018,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/6*pi^2
1763,m003,gemma4:e2b,p019,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,"x = [I, -1, -I, 1]"
1765,m003,gemma4:e2b,p010,T5,sage,python,plan_error,0,NOT_EXECUTED,,
1767,m003,gemma4:e2b,p020,T5,sage,python,complete,1,ROUNDTRIP_PASS,True,s/(s^2 + 4)
1769,m004,qwen2.5,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x*(x**2 - 1)
1771,m004,qwen2.5,p011,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,x + 1
1773,m004,qwen2.5,p002,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,(x + 1)**2
1775,m004,qwen2.5,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1777,m004,qwen2.5,p004,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,x = [2]
1779,m004,qwen2.5,p012,T1,sympy,python,complete,1,ROUNDTRIP_FAIL,False,-1 + x**(-2)
1781,m004,qwen2.5,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1783,m004,qwen2.5,p006,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1785,m004,qwen2.5,p013,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,x**5/120 - x**3/6 + x
1787,m004,qwen2.5,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1789,m004,qwen2.5,p007,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,1/2*sqrt(-x^2 + 4)*x + 2*arcsin(1/2*x) + C
1791,m004,qwen2.5,p008,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,-1/2*cos(x)^2
1793,m004,qwen2.5,p015,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1795,m004,qwen2.5,p016,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1797,m004,qwen2.5,p009,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/(s + 2)
1799,m004,qwen2.5,p017,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1801,m004,qwen2.5,p018,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1803,m004,qwen2.5,p019,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1805,m004,qwen2.5,p010,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1807,m004,qwen2.5,p020,T5,sage,python,complete,1,ROUNDTRIP_PASS,True,s/(s^2 + 4)
1809,m005,deepseek-v2:16b,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x**3 - 4*x
1811,m005,deepseek-v2:16b,p011,T0,sympy,python,complete,1,ROUNDTRIP_FAIL,False,x**2 - 1
1813,m005,deepseek-v2:16b,p002,T1,sympy,python,complete,1,ROUNDTRIP_FAIL,False,x + 1
1815,m005,deepseek-v2:16b,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1817,m005,deepseek-v2:16b,p004,T1,sympy,python,complete,1,ROUNDTRIP_FAIL,False,3*x**2 - 12*x + 12
1819,m005,deepseek-v2:16b,p012,T1,sympy,python,solver_error,0,NOT_EXECUTED,,
1821,m005,deepseek-v2:16b,p005,T2,sympy,python,solver_error,0,NOT_EXECUTED,,
1823,m005,deepseek-v2:16b,p006,T2,sympy,python,solver_error,0,NOT_EXECUTED,,
1825,m005,deepseek-v2:16b,p013,T2,sympy,python,solver_error,0,NOT_EXECUTED,,
1827,m005,deepseek-v2:16b,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1829,m005,deepseek-v2:16b,p007,T3,sage,python,complete,1,UNPARSEABLE,,TypeError: unsupported operand type(s) for *: 'Add' and 'function' (rhs='1/2*(sqrt(-x^2 + 4)*x + 4*arcsin(1/2*x))*integrate + C')
1831,m005,deepseek-v2:16b,p008,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,-1/2*cos(x)^2
1833,m005,deepseek-v2:16b,p015,T3,sage,python,complete,1,UNPARSEABLE,,"ValueError: cannot locate x,y in decomposition or output: '[' (rhs='[')"
1835,m005,deepseek-v2:16b,p016,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1837,m005,deepseek-v2:16b,p009,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/(s + 2)
1839,m005,deepseek-v2:16b,p017,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1841,m005,deepseek-v2:16b,p018,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1843,m005,deepseek-v2:16b,p019,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,"x = [I, -1, -I, 1]"
1845,m005,deepseek-v2:16b,p010,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1847,m005,deepseek-v2:16b,p020,T5,sage,python,complete,1,ROUNDTRIP_FAIL,False,1/((s^2 + 4)*s)
1849,m006,phi3,p001,T0,sympy,python,solver_error,0,NOT_EXECUTED,,
1851,m006,phi3,p011,T0,sympy,python,solver_error,0,NOT_EXECUTED,,
1853,m006,phi3,p002,T1,sympy,python,complete,1,ROUNDTRIP_FAIL,False,x + 1
1855,m006,phi3,p003,T1,sympy,python,complete,1,ROUNDTRIP_FAIL,False,"x = [-1/9, 1/9]"
1857,m006,phi3,p004,T1,sympy,python,solver_error,0,NOT_EXECUTED,,
1859,m006,phi3,p012,T1,sympy,python,solver_error,0,NOT_EXECUTED,,
1861,m006,phi3,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1863,m006,phi3,p006,T2,sympy,python,solver_error,0,NOT_EXECUTED,,
1865,m006,phi3,p013,T2,sympy,python,solver_error,0,NOT_EXECUTED,,
1867,m006,phi3,p014,T2,sympy,python,complete,1,ROUNDTRIP_FAIL,False,sin(x)
1869,m006,phi3,p007,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1871,m006,phi3,p008,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,-1/2*cos(x)^2
1873,m006,phi3,p015,T3,sage,python,complete,1,UNPARSEABLE,,"ValueError: cannot locate x,y in decomposition or output: '' (rhs=None)"
1875,m006,phi3,p016,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1877,m006,phi3,p009,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/(s + 2)
1879,m006,phi3,p017,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1881,m006,phi3,p018,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1883,m006,phi3,p019,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1885,m006,phi3,p010,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1887,m006,phi3,p020,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1889,m007,phi4,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x*(x**2 - 1)
1891,m007,phi4,p011,T0,sympy,python,solver_error,0,NOT_EXECUTED,,
1893,m007,phi4,p002,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,(x + 1)**2
1895,m007,phi4,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1897,m007,phi4,p004,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,x = [2]
1899,m007,phi4,p012,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,-1/(2*(x + 1)) + 1/(2*(x - 1))
1901,m007,phi4,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1903,m007,phi4,p006,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1905,m007,phi4,p013,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,x**5/120 - x**3/6 + x
1907,m007,phi4,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1909,m007,phi4,p007,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1911,m007,phi4,p008,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,-1/2*cos(x)^2
1913,m007,phi4,p015,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,[
1915,m007,phi4,p016,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1917,m007,phi4,p009,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/(s + 2)
1919,m007,phi4,p017,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1921,m007,phi4,p018,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,1/6*pi^2
1923,m007,phi4,p019,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1925,m007,phi4,p010,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1927,m007,phi4,p020,T5,sage,python,complete,1,ROUNDTRIP_PASS,True,s/(s^2 + 4)
1929,m008,llama3.2,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x**3 - 4*x
1931,m008,llama3.2,p011,T0,sympy,python,complete,1,ROUNDTRIP_FAIL,False,2*x
1933,m008,llama3.2,p002,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,(x + 1)**2
1935,m008,llama3.2,p003,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,"x = [-1/3, 1/3]"
1937,m008,llama3.2,p004,T1,sympy,python,solver_error,0,NOT_EXECUTED,,
1939,m008,llama3.2,p012,T1,sympy,python,complete,1,ROUNDTRIP_PASS,True,-1/(2*(x + 1)) + 1/(2*(x - 1))
1941,m008,llama3.2,p005,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,exp(x)
1943,m008,llama3.2,p006,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1945,m008,llama3.2,p013,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,x**5/120 - x**3/6 + x
1947,m008,llama3.2,p014,T2,sympy,python,complete,1,ROUNDTRIP_PASS,True,1
1949,m008,llama3.2,p007,T3,sage,python,complete,1,UNPARSEABLE,,TypeError: Cannot represent derivative of <class 'list'> (rhs='x = [-4*arcsin(1/2*x)/sqrt(-x^2 + 4)]')
1951,m008,llama3.2,p008,T3,sage,python,complete,1,ROUNDTRIP_PASS,True,-1/2*cos(x)^2
1953,m008,llama3.2,p015,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1955,m008,llama3.2,p016,T3,sage,python,solver_error,0,NOT_EXECUTED,,
1957,m008,llama3.2,p009,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1959,m008,llama3.2,p017,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1961,m008,llama3.2,p018,T4,sage,python,solver_error,0,NOT_EXECUTED,,
1963,m008,llama3.2,p019,T4,sage,python,complete,1,ROUNDTRIP_PASS,True,"x = [I, -1, -I, 1]"
1965,m008,llama3.2,p010,T5,sage,python,solver_error,0,NOT_EXECUTED,,
1967,m008,llama3.2,p020,T5,sage,python,complete,1,ROUNDTRIP_FAIL,False,1/(s + 2)
1969,m009,lfm2.5,p001,T0,sympy,python,complete,1,ROUNDTRIP_PASS,True,4*x**3 - 4*x
1971,m009,lfm2.5,p011,T0,sympy,python,narration_error,0,NOT_EXECUTED,,
1973,m009,lfm2.5,p002,T1,sympy,python,solver_error,0,NOT_EXECUTED,,
1975,m009,lfm2.5,p003,T1,sympy,python,solver_error,0,NOT_EXECUTED,,
